ext_id,customer_id
R59794567,648366.0
R53269249,315182.0
R58281415,445772.0
R52075336,365351.0
R56094154,402561.0
R55287935,146445.0
R54266811,618196.0
R54079980,521246.0
R52291926,191553.0
R56012635,744070.0
R56698582,195766.0
R59654937,814494.0
R51223256,519516.0
R55131821,518875.0
R58115014,741019.0
R58329976,695565.0
R57877850,723731.0
R53746096,470775.0
R58485467,155358.0
R52044753,658485.0
R54213959,101719.0
R51286606,434942.0
R57856529,109191.0
R57318459,833652.0
R55598716,258279.0
R51740360,639407.0
R54448795,641912.0
R59229515,593973.0
R53511652,626881.0
R52809097,114789.0
R51817119,376726.0
R57923490,286376.0
R55557923,146915.0
R55290578,565427.0
R55857546,492797.0
R58370903,765066.0
R57429613,465665.0
R52362900,368590.0
R53838324,884296.0
R54359307,164613.0
R53501164,734591.0
R53547685,356284.0
R57619241,598996.0
R56937173,860209.0
R57366206,661790.0
R56974020,723292.0
R59924322,297234.0
R53128738,696772.0
R56667788,221219.0
R53985846,870214.0
R59132326,743723.0
R52126272,737968.0
R53885592,811656.0
R51214138,257234.0
R51881685,883808.0
R54465490,370057.0
R54368904,653265.0
R55218110,651602.0
R51136220,431912.0
R56267298,417340.0
R55655112,739099.0
R59062980,241442.0
R56975045,600915.0
R56952766,729195.0
R54502672,632805.0
R51355674,644700.0
R58905238,179270.0
R57422257,800203.0
R55121601,141975.0
R52109041,523950.0
R52512271,223696.0
R58330388,225796.0
R53844789,495480.0
R58198248,528282.0
R52340142,774841.0
R53075062,243162.0
R56741358,888647.0
R58107735,278007.0
R57965586,188823.0
R51790425,341377.0
R52763725,515430.0
R56419111,496831.0
R56723437,232172.0
R58668352,151056.0
R57317233,100023.0
R59919753,555519.0
R54456707,699099.0
R55501316,739768.0
R51259701,300078.0
R55153132,461804.0
R55742570,530493.0
R52397017,156911.0
R53819656,717935.0
R57347136,891321.0
R51230478,155785.0
R58956050,218943.0
R59593369,818217.0
R52811482,721545.0
R58617406,365746.0
R56137007,731001.0
R54985247,430149.0
R52790084,645250.0
R51159370,374693.0
R51222643,666703.0
R52790908,421998.0
R56678956,226676.0
R54432254,214317.0
R54909915,134506.0
R56667989,226768.0
R53723080,314724.0
R54202925,762167.0
R55388467,167069.0
R55573650,113292.0
R54041428,412026.0
R55833629,380341.0
R55471490,879532.0
R52401720,347562.0
R59778562,546254.0
R58167732,329665.0
R58521701,791404.0
R58516941,159880.0
R54188893,851157.0
R53398046,790251.0
R58714605,538220.0
R53681942,607199.0
R59522462,195360.0
R53435985,242781.0
R51705898,285558.0
R59030903,122048.0
R51960149,568715.0
R54652321,183573.0
R55322387,504435.0
R51394216,311791.0
R52285997,550291.0
R58376966,125648.0
R54776549,826783.0
R59084033,443660.0
R59349529,402381.0
R54994231,524905.0
R55148161,793379.0
R55047294,780446.0
R55061115,844540.0
R56301827,481409.0
R55961066,154066.0
R51873247,662096.0
R51392387,668788.0
R55105529,599706.0
R55076450,248084.0
R58564209,427592.0
R53634061,621862.0
R58044385,192648.0
R56616909,806245.0
R52077654,668675.0
R59861183,451041.0
R58891072,191134.0
R52649774,882716.0
R53065877,634648.0
R53047554,290815.0
R54711293,111664.0
R57251364,547854.0
R59052502,349925.0
R56453305,327807.0
R55246864,789001.0
R52111091,225977.0
R52133772,734171.0
R52233423,497051.0
R55000505,748489.0
R51689615,499290.0
R57433626,440302.0
R52843961,181845.0
R59670885,488803.0
R58326432,895793.0
R57149539,604017.0
R58404484,611339.0
R53051912,858721.0
R59694581,200838.0
R55235073,171617.0
R55617183,338340.0
R58882701,772976.0
R55452956,595785.0
R53878648,885405.0
R54529577,676558.0
R52400705,473689.0
R53184243,490916.0
R58253083,289764.0
R58934461,284155.0
R54356031,311858.0
R55786227,521159.0
R52152018,673849.0
R59214803,607198.0
R59776455,202812.0
R53849080,322491.0
R57348975,627886.0
R58045276,668272.0
R57772558,710374.0
R54884705,459821.0
R53768576,620349.0
R57559713,154852.0
R55268386,248801.0
R54463038,532206.0
R51232940,583660.0
R56632167,416058.0
R54456898,234868.0
R59890473,674173.0
R51398517,779918.0
R58271463,233186.0
R59451009,165895.0
R58194915,310821.0
R59366492,312735.0
R53336267,130606.0
R52621375,146615.0
R52584327,637135.0
R59341838,178568.0
R52403894,760843.0
R51211063,755972.0
R51319229,430579.0
R55880696,198133.0
R54283965,158332.0
R52994012,867816.0
R59056381,547541.0
R58326030,634561.0
R52205493,505865.0
R51677700,175555.0
R52543122,213471.0
R54771032,462413.0
R57369683,125251.0
R52961121,758872.0
R51578863,330458.0
R52784634,441034.0
R52189421,331806.0
R57014880,262223.0
R54890165,596202.0
R56282278,738311.0
R58029874,473929.0
R55381647,339935.0
R57407545,414141.0
R51080916,542749.0
R58079738,502499.0
R56747555,283607.0
R54938726,486954.0
R52960441,760891.0
R59581243,676589.0
R52977873,694297.0
R52424736,301973.0
R54754816,546462.0
R52956964,131180.0
R56462232,469931.0
R59580908,429913.0
R55581140,711038.0
R58821947,512896.0
R52504704,325100.0
R58811449,879134.0
R51543999,289125.0
R56772621,550875.0
R52024524,863591.0
R56934309,810815.0
R58705946,150249.0
R56386421,715945.0
R51740082,586562.0
R57057857,106274.0
R58199263,570038.0
R55954802,761988.0
R51115579,485986.0
R52842256,564338.0
R56050430,104394.0
R52403147,186280.0
R54251821,801078.0
R56422320,849518.0
R58112639,606910.0
R59186883,518617.0
R51544957,742582.0
R52992307,379074.0
R54880826,506689.0
R51711683,674626.0
R59481937,458910.0
R55236644,837026.0
R52137450,524736.0
R59020760,761290.0
R51678648,321925.0
R51410231,107950.0
R54698430,108558.0
R53071796,269783.0
R52715442,379611.0
R54554643,373441.0
R56803951,854868.0
R53528759,146147.0
R57416328,389193.0
R55489468,124377.0
R54658173,668160.0
R56943102,654217.0
R54455203,153024.0
R57657180,232520.0
R53215171,215423.0
R51344429,155680.0
R55820555,684689.0
R54816729,800038.0
R51772648,160826.0
R58756902,219312.0
R53550817,829069.0
R55190056,263051.0
R51966691,580084.0
R57381464,599522.0
R55931096,319715.0
R53380336,129406.0
R54527949,361013.0
R54475499,265131.0
R54581816,576906.0
R51630968,460987.0
R58934049,677041.0
R54827562,262190.0
R58394073,243358.0
R57063997,625520.0
R56801422,452317.0
R54390081,436742.0
R56110849,448048.0
R54676218,406283.0
R54036189,431105.0
R58461905,250288.0
R57477839,402797.0
R59208204,104410.0
R51019127,409362.0
R59976695,388015.0
R52718986,279687.0
R56959653,727994.0
R52364461,727868.0
R56648316,333279.0
R57504466,343956.0
R59500940,178463.0
R52665645,687373.0
R53206244,187425.0
R57222074,257204.0
R57206749,531294.0
R56131078,219283.0
R58422673,251337.0
R52185944,191932.0
R53610824,755759.0
R54564384,392035.0
R57878329,145713.0
R53069612,252205.0
R51985493,248122.0
R53177376,677631.0
R59274063,811455.0
R58511089,893931.0
R53735943,304489.0
R52452053,714914.0
R58750829,352633.0
R53255562,369536.0
R51528597,658861.0
R53648294,630699.0
R57135038,682640.0
R55188083,137988.0
R58700161,371968.0
R51515188,585649.0
R59313362,895171.0
R58064001,875405.0
R59986101,781159.0
R52474868,520664.0
R59311868,463417.0
R51287487,359665.0
R52964186,120715.0
R58539890,600258.0
R58615423,230547.0
R56496493,172898.0
R56183451,581772.0
R53907516,506670.0
R51197386,307171.0
R59169987,561917.0
R59059513,156310.0
R56858565,384547.0
R51076481,865801.0
R52443672,190189.0
R58268063,291923.0
R55652057,820199.0
R51145683,757431.0
R52236890,210901.0
R56172350,848596.0
R55353660,663549.0
R54437158,608663.0
R58036962,599493.0
R54370954,190102.0
R52436048,737617.0
R58497804,347259.0
R57704783,312659.0
R54544500,857628.0
R58743952,832297.0
R53127646,250855.0
R52804662,397099.0
R54174861,129678.0
R59472675,357783.0
R54359776,879019.0
R51656580,237485.0
R53270274,786630.0
R53853716,389146.0
R55916183,504230.0
R52630302,550368.0
R54128809,159210.0
R52636087,752028.0
R54850109,651033.0
R52481611,856711.0
R51693159,751968.0
R55540146,594881.0
R52470175,263053.0
R54361002,879339.0
R51460564,186808.0
R58400940,294445.0
R59164135,493643.0
R58149476,180051.0
R59468384,770117.0
R52184105,741133.0
R56667587,593151.0
R58548003,184724.0
R57776772,848827.0
R57364300,467177.0
R52731236,509324.0
R53638419,602738.0
R53051299,386888.0
R59179728,657943.0
R57258921,375518.0
R55238962,836722.0
R55741066,299270.0
R55503366,792444.0
R57695588,785409.0
R53263876,885064.0
R56719491,271744.0
R58366421,120719.0
R54172811,501928.0
R52198951,673300.0
R54673364,769585.0
R59826654,534608.0
R53551986,452160.0
R57757712,715701.0
R55904680,749596.0
R57616789,267122.0
R55713491,229496.0
R59075796,871898.0
R55724659,504021.0
R55794541,777585.0
R56340178,257836.0
R57693816,875193.0
R52719589,678612.0
R57892294,307321.0
R53665525,209503.0
R55350997,383898.0
R56196602,320750.0
R54365906,789651.0
R51949604,148134.0
R53150193,605000.0
R56957814,850376.0
R59110804,769468.0
R54978772,599781.0
R51447490,242514.0
R53782608,410420.0
R59135592,147263.0
R55804483,199591.0
R59195810,399044.0
R51846342,353710.0
R57922120,163430.0
R57342232,546662.0
R53705360,164535.0
R57059706,621614.0
R51543453,472421.0
R59836519,161352.0
R59440186,645494.0
R57288891,517918.0
R53362770,591454.0
R59459323,650804.0
R55158659,186877.0
R52126684,737957.0
R52004707,868427.0
R54854065,588672.0
R59191710,238952.0
R52947692,775223.0
R52092356,678657.0
R52363168,254881.0
R59165763,241875.0
R59947348,540113.0
R52589911,829985.0
R58146890,617441.0
R53076221,552331.0
R52564366,805284.0
R52897570,443825.0
R51282382,589427.0
R52596999,302836.0
R58334056,687903.0
R59885492,509559.0
R55034277,685967.0
R55923338,337936.0
R53384292,473716.0
R56134411,673484.0
R53929105,763411.0
R51255822,151603.0
R51696291,842047.0
R56074749,533550.0
R54123359,170875.0
R56785015,631029.0
R57912868,479184.0
R59099904,856302.0
R54542594,818788.0
R55018406,173432.0
R52421681,468134.0
R51588135,516639.0
R56024828,589648.0
R54630243,513666.0
R53542446,113413.0
R56677462,748446.0
R53346698,501647.0
R59716448,617813.0
R51968875,350118.0
R58411840,349897.0
R51143576,825741.0
R51122322,623145.0
R51802417,658084.0
R57127538,785876.0
R56664589,508869.0
R57516659,721962.0
R53548231,739643.0
R53601083,795508.0
R55879058,468627.0
R52495442,410565.0
R59722511,561209.0
R56931656,801667.0
R59066256,259293.0
R56518896,329140.0
R58262958,106971.0
R59137699,210467.0
R59654401,164684.0
R54512279,484151.0
R52869841,784887.0
R57127270,769688.0
R51884137,463386.0
R55491106,775624.0
R57293795,628982.0
R56276761,353586.0
R59792939,120031.0
R55837863,724717.0
R57847200,744758.0
R58408373,848353.0
R51050936,578820.0
R59763572,527934.0
R59617956,514812.0
R55424423,192366.0
R57071219,314036.0
R55338325,719652.0
R53831437,610404.0
R55358286,102565.0
R59326446,358088.0
R58071012,654891.0
R57246661,667961.0
R54053755,668459.0
R58440785,341995.0
R56988866,249570.0
R59087778,672595.0
R51939240,204893.0
R53589647,719144.0
R55954534,525704.0
R54936408,717290.0
R51594610,183243.0
R53502266,876576.0
R56383490,488723.0
R54342612,152177.0
R54679149,545813.0
R56176028,663033.0
R56624265,481072.0
R57642123,162730.0
R54102862,217401.0
R55362376,777769.0
R58502708,757061.0
R52633032,742333.0
R53164493,144928.0
R59501687,738425.0
R55633255,742349.0
R51707258,265447.0
R52612927,371141.0
R56029387,379820.0
R53245955,223113.0
R52013356,106674.0
R57669574,232533.0
R51390203,422467.0
R51087046,261554.0
R53645286,797265.0
R53579772,880384.0
R56258438,252479.0
R59224199,276968.0
R58701588,760686.0
R54664236,729832.0
R53960924,205335.0
R59577977,500952.0
R58907144,437709.0
R58888754,389422.0
R52456066,482756.0
R55824032,458586.0
R58771681,161705.0
R53233896,393744.0
R51773874,126983.0
R54436267,138547.0
R51636284,897382.0
R54596461,730137.0
R57731621,175490.0
R58115972,608060.0
R59603589,465088.0
R58471301,430098.0
R57930300,235309.0
R58817656,543155.0
R51961375,829857.0
R51400825,425297.0
R52728315,729404.0
R58758329,771572.0
R55295760,369257.0
R55079639,508646.0
R58538741,322873.0
R54003700,865119.0
R52809633,783613.0
R56156077,401922.0
R59384269,368932.0
R54526656,852102.0
R51278158,456216.0
R51423305,274579.0
R58082726,816293.0
R57927704,192963.0
R55627537,159906.0
R56995274,730149.0
R51689213,242984.0
R53976450,891336.0
R58494260,223004.0
R54617715,282495.0
R55004240,385146.0
R56864082,650116.0
R57625294,326312.0
R54412705,627171.0
R58793816,652503.0
R59322758,362346.0
R51508780,199382.0
R55691480,353094.0
R58459185,777147.0
R55114379,570726.0
R55433283,819962.0
R53000276,348323.0
R58496846,331725.0
R59265481,825739.0
R52310172,715865.0
R57483825,421228.0
R56130120,765890.0
R55357395,697979.0
R53096383,236624.0
R53394234,649452.0
R51887614,242478.0
R57319551,735346.0
R57825611,188509.0
R53505455,263644.0
R54290775,743081.0
R57753545,196321.0
R51468399,112650.0
R53954047,500627.0
R56197751,543879.0
R54482041,862640.0
R52591204,748601.0
R59241028,455834.0
R57808715,329002.0
R54129566,812153.0
R53451923,532914.0
R53774773,190213.0
R59704935,591298.0
R57866414,623436.0
R54771578,839020.0
R57632037,171861.0
R52362220,591818.0
R55067245,490324.0
R54361270,241064.0
R57999368,445927.0
R52248882,899558.0
R52541819,479006.0
R54944645,664395.0
R51206025,692198.0
R54026572,299385.0
R52434611,816049.0
R52996742,263111.0
R52291581,384867.0
R57944131,687588.0
R56999086,693139.0
R54977335,617314.0
R56139861,763676.0
R56441189,629202.0
R51978817,815467.0
R51317323,706685.0
R51677767,100984.0
R56959107,840490.0
R54356443,631635.0
R58473887,177937.0
R52309492,415017.0
R56025498,751998.0
R56082172,130031.0
R56771998,373913.0
R55731871,547894.0
R58371047,834783.0
R54117708,235779.0
R58935476,566389.0
R51304718,393269.0
R59585946,352454.0
R57341619,485038.0
R56086252,133779.0
R58491463,877454.0
R56411832,693267.0
R54518677,466767.0
R51446532,731042.0
R51823450,234145.0
R59033633,745414.0
R51884693,843049.0
R51830126,251610.0
R59184431,788652.0
R59171280,405517.0
R53159867,296049.0
R53132627,344154.0
R54771377,321321.0
R59774750,796511.0
R58992974,538147.0
R57650159,856520.0
R59543371,244714.0
R59999989,560236.0
R52470242,750865.0
R53857930,411074.0
R51980455,370467.0
R53591007,518673.0
R53819388,665859.0
R58773577,801026.0
R52387008,532483.0
R56178748,636975.0
R53826054,583457.0
R59829106,114976.0
R58418382,776306.0
R59251794,881451.0
R53581132,586091.0
R57759685,549303.0
R57121073,678504.0
R55622556,762026.0
R55620717,883378.0
R56519586,783431.0
R54248076,290855.0
R51966078,156006.0
R56805244,641215.0
R57017677,649820.0
R53139494,115874.0
R53755904,146764.0
R58839791,859528.0
R56058399,819260.0
R58986432,857512.0
R57195112,863437.0
R58684759,628720.0
R51180212,173516.0
R58652960,488706.0
R53995453,758133.0
R59838023,257360.0
R53677373,893556.0
R59023212,390593.0
R58246330,853978.0
R55891261,536212.0
R58659090,795280.0
R58684290,364701.0
R59571301,634376.0
R59403684,542708.0
R58941137,265759.0
R52412476,542742.0
R57486287,793214.0
R58255257,737822.0
R56622024,785393.0
R56401210,256837.0
R54615474,531787.0
R52045433,769467.0
R52340755,879488.0
R58653439,537817.0
R51748597,735635.0
R57788429,202609.0
R52951380,142013.0
R56664110,873246.0
R54304271,744411.0
R55639787,475300.0
R52417926,342307.0
R53341382,108326.0
R56229905,347208.0
R54083179,353163.0
R52876383,639583.0
R53257066,767055.0
R57671346,116409.0
R54708851,714974.0
R56579861,411540.0
R52776876,504724.0
R53773269,464619.0
R51014290,214920.0
R53879797,242284.0
R54706945,300210.0
R52284972,305479.0
R59442092,786561.0
R56925449,373873.0
R53194674,409402.0
R54529711,363867.0
